id/bioguide,id/thomas,id/lis,id/govtrack,id/opensecrets,id/votesmart,id/fec/0,id/fec/1,id/cspan,id/wikipedia,id/house_history,id/ballotpedia,id/maplight,id/icpsr,id/wikidata,id/google_entity_id,name/first,name/last,name/official_full,bio/birthday,bio/gender,bio/religion,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,other_names/0/last,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,leadership_roles/0/title,leadership_roles/0/chamber,leadership_roles/0/start,leadership_roles/0/end,leadership_roles/1/title,leadership_roles/1/chamber,leadership_roles/1/start,leadership_roles/1/end,leadership_roles/2/title,leadership_roles/2/chamber,leadership_roles/2/start,leadership_roles/2/end,leadership_roles/3/title,leadership_roles/3/chamber,leadership_roles/3/start,leadership_roles/3/end,leadership_roles/4/title,leadership_roles/4/chamber,leadership_roles/4/start,leadership_roles/4/end,leadership_roles/5/title,leadership_roles/5/chamber,leadership_roles/5/start,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,family/0/name,family/0/relation,family/1/name,family/1/relation,family/2/name,family/2/relation,family/3/name,family/3/relation,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,id/fec/2,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/0/party_affiliations/0/start,terms/0/party_affiliations/0/end,terms/0/party_affiliations/0/party,terms/0/party_affiliations/1/start,terms/0/party_affiliations/1/end,terms/0/party_affiliations/1/party,terms/3/caucus,terms/18/rss_url,terms/5/party_affiliations/0/start,terms/5/party_affiliations/0/end,terms/5/party_affiliations/0/party,terms/5/party_affiliations/1/start,terms/5/party_affiliations/1/end,terms/5/party_affiliations/1/party,terms/20/rss_url,family/4/name,family/4/relation,terms/0/caucus
B001286,02127,,412537,N00033390,134964,H2IL17071,,63949,Cheri Bustos,15032386872,Cheri Bustos,1761,21329,Q723148,kg:/m/0jwwtrm,Cheri,Bustos,Cheri Bustos,1961-10-17,F,,rep,2013-01-03,2015-01-03,IL,17,Democrat,rep,2015-01-06,2017-01-03,IL,17,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,309-786-3720,http://bustos.house.gov/contact,1009 Longworth House Office Building,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,309-786-3720,http://bustos.house.gov/contact,1009 Longworth House Office Building,,http://bustos.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000813,02128,,412538,N00031226,34205,H0IN02190,,95005,Jackie Walorski,15032387909,Jackie Walorski,1762,21330,Q3157413,kg:/m/0ksf92,Jackie,Walorski,Jackie Walorski,1963-08-17,F,,rep,2013-01-03,2015-01-03,IN,2,Republican,rep,2015-01-06,2017-01-03,IN,2,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,202-225-6798,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,202-225-6798,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,,http://walorski.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001284,02129,,412539,N00033495,135988,H2IN05082,,623720,Susan Brooks,15032386870,Susan Brooks,1763,21331,Q3225324,kg:/m/0jt8ng2,Susan,Brooks,Susan W. Brooks,1960-08-25,F,,rep,2013-01-03,2015-01-03,IN,5,Republican,rep,2015-01-06,2017-01-03,IN,5,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov,,,,,,,,,,,,,,,,,W.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,202-225-0016,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,,http://susanwbrooks.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001189,02130,,412540,N00012546,33997,H0IN02125,H0IN05094,11245,Luke Messer,,Luke Messer,1764,21332,Q3225316,kg:/m/0n48dw8,Luke,Messer,Luke Messer,1969-02-27,M,,rep,2013-01-03,2015-01-03,IN,6,Republican,rep,2015-01-06,2017-01-03,IN,6,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://messer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://messer.house.gov,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,765-747-5586,https://messer.house.gov/contact/email-me,508 Cannon House Office Building,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,765-747-5586,https://messer.house.gov/contact/email-me,508 Cannon House Office Building,,http://messer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://messer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001282,02131,,412541,N00031233,117290,H0KY06104,,61848,Andy Barr (U.S. politician),,Andy Barr,1765,21333,Q3828645,kg:/m/0ddc6r6,Garland,Barr,Andy Barr,1973-07-24,M,,rep,2013-01-03,2015-01-03,KY,6,Republican,rep,2015-01-06,2017-01-03,KY,6,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://barr.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy,,,http://barr.house.gov,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,,http://barr.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://barr.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000817,02182,S366,412542,N00033492,141272,S2MA00170,,1023023,Elizabeth Warren,15032390639,Elizabeth Warren,1766,41301,Q434706,kg:/m/01qh39,Elizabeth,Warren,Elizabeth Warren,1949-06-22,F,,sen,2013-01-03,2019-01-03,MA,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543,,http://www.warren.senate.gov/?p=email_senator#thisForm,317 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,http://www.warren.senate.gov/rss/?p=hot_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000379,02172,,412543,N00034044,141275,H2MA04073,,79948,Joseph P. Kennedy III,,Joseph Kennedy III,1767,21335,Q1707784,kg:/m/0j28kl9,Joseph,Kennedy,Joseph P. Kennedy III,1980-10-04,M,,rep,2013-01-03,2015-01-03,MA,4,Democrat,rep,2015-01-06,2017-01-03,MA,4,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kennedy.house.gov,,,,,,,,,,,,,,,,,P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,,http://kennedy.house.gov,1218 Longworth HOB; Washington DC 20515-2104,202-225-5931,202-225-0182,https://kennedy.house.gov/contact/email-me,1218 Longworth House Office Building,306 Cannon HOB; Washington DC 20515-2104,202-225-5931,202-225-0182,https://kennedy.house.gov/contact/email-me,306 Cannon House Office Building,,http://kennedy.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kennedy.house.gov/rss.xml,Joseph Patrick Kennedy II,son,Edward Moore Kennedy,great nephew,John Fitzgerald Kennedy,great nephew,John Francis Fitzgerald,great great grandson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Joseph Kennedy,first cousin once removed,
D000620,02133,,412544,N00033897,135143,H2MD06195,,68432,John Delaney (Maryland politician),,John Delaney,1768,21334,Q2688821,kg:/m/09g8h5d,John,Delaney,John K. Delaney,1963-04-16,M,,rep,2013-01-03,2015-01-03,MD,6,Democrat,rep,2015-01-06,2017-01-03,MD,6,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov,,,,,,,,,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,202-225-2193,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,,http://delaney.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://delaney.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000383,02185,S363,412545,N00034580,22381,S2ME00109,,37413,Angus King,,Angus King,1769,41300,Q544464,kg:/m/02hfx0,Angus,King,"Angus S. King, Jr.",1944-03-31,M,,sen,2013-01-03,2019-01-03,ME,,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,http://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,202-224-1946,http://www.king.senate.gov/contact,133 Hart Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://www.king.senate.gov/rss/feeds/?type=all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
K000380,02134,,412546,N00033395,136102,H2MI05119,,623723,Dan Kildee,,Dan Kildee,1770,21372,Q3880272,kg:/m/0n4c3yt,Daniel,Kildee,Daniel T. Kildee,1958-08-11,M,,rep,2013-01-03,2015-01-03,MI,5,Democrat,rep,2015-01-06,2017-01-03,MI,5,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov,,,,,,,,,,,,,,,,,T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov,327 Cannon HOB; Washington DC 20515-2205,202-225-3611,,https://dankildee.house.gov/contact/email-me,327 Cannon House Office Building,227 Cannon HOB; Washington DC 20515-2205,202-225-3611,202-225-6393,https://dankildee.house.gov/contact/email-me,227 Cannon House Office Building,,http://dankildee.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dankildee.house.gov/rss.xml,Dale Edward Kildee,nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000127,00867,,408211,N00021207,138505,H2MN08111,,1001760,Rick Nolan,18988,Rick Nolan,1730,14263,Q2151594,kg:/m/0dgfyp,Richard,Nolan,Richard M. Nolan,1943-12-17,M,,rep,1975-01-14,1977-01-03,MN,6,Democrat,rep,1977-01-04,1979-01-03,MN,6,Democrat,rep,1979-01-15,1981-01-03,MN,6,Democrat,rep,2013-01-03,2015-01-03,MN,8,Democrat,rep,2015-01-06,2017-01-03,MN,8,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nolan.house.gov,2447 Rayburn HOB; Washington DC 20515-2308,202-225-6211,,https://nolan.house.gov/contact/email-me,2447 Rayburn House Office Building,,http://nolan.house.gov/rss.xml,M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nolan.house.gov,2366 Rayburn HOB; Washington DC 20515-2308,202-225-6211,202-225-0699,https://nolan.house.gov/contact/email-me,2366 Rayburn House Office Building,,http://nolan.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000812,02137,,412548,N00033106,136083,H2MO02102,,82702,Ann Wagner,15032387908,Ann Wagner,1772,21337,Q3917251,kg:/m/07q9w8,Ann,Wagner,Ann Wagner,1962-09-13,F,,rep,2013-01-03,2015-01-03,MO,2,Republican,rep,2015-01-06,2017-01-03,MO,2,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,,http://wagner.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wagner.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000618,02138,S375,412549,N00033054,135720,H2MT01060,S2MT00096,1034037,Steve Daines,,Steve Daines,1773,21338,Q3200900,kg:/m/03qlc5t,Steve,Daines,Steve Daines,1962-08-20,M,,rep,2013-01-03,2015-01-03,MT,0,Republican,sen,2015-01-06,2021-01-03,MT,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,https://www.daines.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://daines.house.gov,206 Cannon HOB; Washington DC 20515-2600,202-225-3211,,https://daines.house.gov/email-me,206 Cannon House Office Building,320 Hart Senate Office Building Washington DC 20510,202-224-2651,202-228-1236,,320 Hart Senate Office Building,junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://daines.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001067,02140,,412550,N00033630,136448,H2NC08185,,79622,Richard Hudson (U.S. politician),,Richard Hudson,1774,21346,Q3956999,kg:/m/0nbwfxs,Richard,Hudson,Richard Hudson,1971-11-04,M,,rep,2013-01-03,2015-01-03,NC,8,Republican,rep,2015-01-06,2017-01-03,NC,8,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,704-782-1004,https://hudson.house.gov/email-me,429 Cannon House Office Building,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,704-782-1004,https://hudson.house.gov/email-me,429 Cannon House Office Building,,http://hudson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hudson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
