,name/official_full,bio/birthday,bio/gender,address,contact_form,url,phone,party,dateInOffice,endOfTerm,yearsInCongress,state,district,office,position
219,Frank D. Lucas,1/6/60,M,2405 Rayburn HOB; Washington DC 20515-3603,https://lucas.house.gov/contact-me/email-me,http://lucas.house.gov,202-225-5565,Republican,5/10/93,1/3/17,24.0,OK,4.0,2405 Rayburn House Office Building,rep
220,Blaine Luetkemeyer,5/7/52,M,2440 Rayburn HOB; Washington DC 20515-2503,https://luetkemeyer.house.gov/forms/writeyourrep/,http://luetkemeyer.house.gov,202-225-2956,Republican,1/6/09,1/3/17,8.0,MO,4.0,2440 Rayburn House Office Building,rep
221,Ben Ray LujÃƒÂ¡n,6/7/72,M,2446 Rayburn HOB; Washington DC 20515-3103,https://forms.house.gov/lujan/contact-form.shtml,http://lujan.house.gov,202-225-6190,Democrat,1/6/09,1/3/17,8.0,NM,4.0,2446 Rayburn House Office Building,rep
222,Cynthia M. Lummis,9/10/54,F,2433 Rayburn HOB; Washington DC 20515-5000,http://lummis.house.gov/contact/,http://lummis.house.gov,202-225-2311,Republican,1/6/09,1/3/17,8.0,WY,1.0,2433 Rayburn House Office Building,rep
223,Stephen F. Lynch,3/31/55,M,2369 Rayburn HOB; Washington DC 20515-2108,https://lynch.house.gov/contact-me/email-me,http://lynch.house.gov,202-225-8273,Democrat,10/23/01,1/3/17,16.0,MA,9.0,2369 Rayburn House Office Building,rep
224,Carolyn B. Maloney,2/19/46,F,2308 Rayburn HOB; Washington DC 20515-3212,https://maloney.house.gov/contact-me/email-me,http://maloney.house.gov,202-225-7944,Democrat,1/5/93,1/3/17,24.0,NY,13.0,2308 Rayburn House Office Building,rep
225,Kenny Marchant,2/23/51,M,2313 Rayburn HOB; Washington DC 20515-4324,https://marchant.house.gov/contact/contactform.htm,http://marchant.house.gov,202-225-6605,Republican,1/4/05,1/3/17,12.0,TX,25.0,2313 Rayburn House Office Building,rep
226,Tom Marino,8/15/52,M,410 Cannon HOB; Washington DC 20515-3810,https://marino.house.gov/contact-me/email-me,http://marino.house.gov,202-225-3731,Republican,1/5/11,1/3/17,6.0,PA,11.0,410 Cannon House Office Building,rep
227,Edward J. Markey,7/11/46,M,255 Dirksen Senate Office Building Washington DC 20510,http://www.markey.senate.gov/contact,http://www.markey.senate.gov,202-224-2742,Democrat,1/14/75,1/3/21,52.0,MA,,255 Dirksen Senate Office Building,sen
228,Doris O. Matsui,9/25/44,F,2311 Rayburn HOB; Washington DC 20515-0506,https://matsui.house.gov/email-representative-matsui,http://matsui.house.gov,202-225-7163,Democrat,3/10/05,1/3/17,12.0,CA,7.0,2311 Rayburn House Office Building,rep
229,John McCain,8/29/36,M,218 Russell Senate Office Building Washington DC 20510,http://www.mccain.senate.gov/public/index.cfm/contact-form,http://www.mccain.senate.gov,202-224-2235,Republican,1/3/83,1/3/17,34.0,AZ,,218 Russell Senate Office Building,sen
230,Kevin McCarthy,1/26/65,M,2421 Rayburn HOB; Washington DC 20515-0523,https://kevinmccarthy.house.gov/contact/email-me,http://kevinmccarthy.house.gov,202-225-2915,Republican,1/4/07,1/3/17,10.0,CA,24.0,2421 Rayburn House Office Building,rep
231,Michael T. McCaul,1/14/62,M,131 Cannon HOB; Washington DC 20515-4310,https://mccaul.house.gov/contact/email-me,http://mccaul.house.gov,202-225-2401,Republican,1/4/05,1/3/17,12.0,TX,11.0,131 Cannon House Office Building,rep
232,Tom McClintock,7/10/56,M,2331 Rayburn HOB; Washington DC 20515-0504,https://mcclintockforms.house.gov/forms/contact-form.shtml,http://mcclintock.house.gov,202-225-2511,Republican,1/6/09,1/3/17,8.0,CA,5.0,2331 Rayburn House Office Building,rep
233,Betty McCollum,7/12/54,F,2256 Rayburn HOB; Washington DC 20515-2304,https://mccollum.house.gov/contact-me/email-me,http://mccollum.house.gov,202-225-6631,Democrat,1/3/01,1/3/17,16.0,MN,5.0,2256 Rayburn House Office Building,rep
234,Jim McDermott,12/28/36,M,1035 Longworth HOB; Washington DC 20515-4707,https://forms.house.gov/mcdermott/webforms/new/contact.shtml,http://mcdermott.house.gov,202-225-3106,Democrat,1/3/89,1/3/17,28.0,WA,8.0,1035 Longworth House Office Building,rep
235,James P. McGovern,11/20/59,M,438 Cannon HOB; Washington DC 20515-2102,https://mcgovern.house.gov/contact/email-me,http://mcgovern.house.gov,202-225-6101,Democrat,1/7/97,1/3/17,20.0,MA,3.0,438 Cannon House Office Building,rep
236,Patrick T. McHenry,10/22/75,M,2334 Rayburn HOB; Washington DC 20515-3310,http://mchenry.house.gov/contact/zipauth.htm,http://mchenry.house.gov,202-225-2576,Republican,1/4/05,1/3/17,12.0,NC,11.0,2334 Rayburn House Office Building,rep
237,David B. McKinley,3/28/47,M,412 Cannon HOB; Washington DC 20515-4801,https://mckinleyforms.house.gov/email-me,http://mckinley.house.gov,202-225-4172,Republican,1/5/11,1/3/17,6.0,WV,2.0,412 Cannon House Office Building,rep
238,Cathy McMorris Rodgers,5/22/69,F,203 Cannon HOB; Washington DC 20515-4705,https://mcmorrisforms.house.gov/write-to-cathy1,http://mcmorris.house.gov,202-225-2006,Republican,1/4/05,1/3/17,12.0,WA,6.0,203 Cannon House Office Building,rep
239,Jerry McNerney,6/18/51,M,2265 Rayburn HOB; Washington DC 20515-0509,https://mcnerney.house.gov/contact/email-me,http://mcnerney.house.gov,202-225-1947,Democrat,1/4/07,1/3/17,10.0,CA,10.0,2265 Rayburn House Office Building,rep
240,Patrick Meehan,10/20/55,M,434 Cannon HOB; Washington DC 20515-3807,https://meehan.house.gov/email-me,https://meehan.house.gov,202-225-2011,Republican,1/5/11,1/3/17,6.0,PA,8.0,434 Cannon House Office Building,rep
241,Gregory W. Meeks,9/25/53,M,2234 Rayburn HOB; Washington DC 20515-3205,https://meeks.house.gov/contact-me/email-me,http://meeks.house.gov,202-225-3461,Democrat,1/7/97,1/3/17,20.0,NY,6.0,2234 Rayburn House Office Building,rep
242,John L. Mica,1/27/43,M,2187 Rayburn HOB; Washington DC 20515-0907,https://mica.house.gov/contact-form,http://mica.house.gov,202-225-4035,Republican,1/5/93,1/3/17,24.0,FL,8.0,2187 Rayburn House Office Building,rep
243,Barbara A. Mikulski,7/20/36,F,503 Hart Senate Office Building Washington DC 20510,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm,https://www.mikulski.senate.gov,202-224-4654,Democrat,1/4/77,1/3/17,40.0,MD,,503 Hart Senate Office Building,sen
244,Candice S. Miller,5/7/54,F,320 Cannon HOB; Washington DC 20515-2210,http://candicemiller.house.gov/contact,http://candicemiller.house.gov,202-225-2106,Republican,1/7/03,1/3/17,14.0,MI,11.0,320 Cannon House Office Building,rep
245,Jeff Miller,6/27/59,M,336 Cannon HOB; Washington DC 20515-0901,https://jeffmiller.house.gov/contact/contactform.htm,http://jeffmiller.house.gov,202-225-4136,Republican,10/23/01,1/3/17,16.0,FL,2.0,336 Cannon House Office Building,rep
246,Gwen Moore,4/18/51,F,2245 Rayburn HOB; Washington DC 20515-4904,https://gwenmoore.house.gov/contact-form,http://gwenmoore.house.gov,202-225-4572,Democrat,1/4/05,1/3/17,12.0,WI,5.0,2245 Rayburn House Office Building,rep
247,Jerry Moran,5/29/54,M,521 Dirksen Senate Office Building Washington DC 20510,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov,202-224-6521,Republican,1/7/97,1/3/17,20.0,KS,,521 Dirksen Senate Office Building,sen
248,Mick Mulvaney,7/21/67,M,2419 Rayburn HOB; Washington DC 20515-4005,https://mulvaney.house.gov/email-mick/,https://mulvaney.house.gov,202-225-5501,Republican,1/5/11,1/3/17,6.0,SC,6.0,2419 Rayburn House Office Building,rep
249,Lisa Murkowski,5/22/57,F,709 Hart Senate Office Building Washington DC 20510,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,https://www.murkowski.senate.gov,202-224-6665,Republican,1/7/03,1/3/17,18.0,AK,,709 Hart Senate Office Building,sen
250,Christopher Murphy,8/3/73,M,136 Hart Senate Office Building Washington DC 20510,http://www.murphy.senate.gov/contact,http://www.murphy.senate.gov,202-224-4041,Democrat,1/4/07,1/3/19,12.0,CT,,136 Hart Senate Office Building,sen
251,Tim Murphy,9/11/52,M,2332 Rayburn HOB; Washington DC 20515-3818,https://murphy.house.gov/contact-me,http://murphy.house.gov,202-225-2301,Republican,1/7/03,1/3/17,14.0,PA,19.0,2332 Rayburn House Office Building,rep
252,Patty Murray,10/11/50,F,154 Russell Senate Office Building Washington DC 20510,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov,202-224-2621,Democrat,1/5/93,1/3/17,24.0,WA,,154 Russell Senate Office Building,sen
253,Jerrold Nadler,6/13/47,M,2109 Rayburn HOB; Washington DC 20515-3210,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,http://nadler.house.gov,202-225-5635,Democrat,11/3/92,1/3/17,26.0,NY,11.0,2109 Rayburn House Office Building,rep
254,Grace F. Napolitano,12/4/36,F,1610 Longworth HOB; Washington DC 20515-0532,https://napolitano.house.gov/contact-me/email-me,http://napolitano.house.gov,202-225-5256,Democrat,1/6/99,1/3/17,18.0,CA,33.0,1610 Longworth House Office Building,rep
255,Richard E. Neal,2/14/49,M,341 Cannon HOB; Washington DC 20515-2101,https://forms.house.gov/neal/webforms/Contact_Form.shtml,http://neal.house.gov,202-225-5601,Democrat,1/3/89,1/3/17,28.0,MA,2.0,341 Cannon House Office Building,rep
256,Randy Neugebauer,12/24/49,M,1424 Longworth HOB; Washington DC 20515-4319,https://randy.house.gov/contact-me/email-me,http://randy.house.gov,202-225-4005,Republican,6/5/03,1/3/17,14.0,TX,20.0,1424 Longworth House Office Building,rep
257,Kristi L. Noem,11/30/71,F,2422 Rayburn HOB; Washington DC 20515-4100,http://noem.house.gov/index.cfm/email-kristi,https://noem.house.gov,202-225-2801,Republican,1/5/11,1/3/17,6.0,SD,1.0,2422 Rayburn House Office Building,rep
258,Eleanor Holmes Norton,6/13/37,F,2136 Rayburn HOB; Washington DC 20515-5101,https://norton.house.gov/contact/email-me,http://norton.house.gov,202-225-8050,Democrat,1/3/91,1/3/17,26.0,DC,1.0,2136 Rayburn House Office Building,rep
259,Richard B. Nugent,5/26/51,M,1727 Longworth HOB; Washington DC 20515-0911,https://nugent.house.gov/contact/email-me,https://nugent.house.gov,202-225-1002,Republican,1/5/11,1/3/17,6.0,FL,12.0,1727 Longworth House Office Building,rep
260,Devin Nunes,10/1/73,M,1013 Longworth HOB; Washington DC 20515-0522,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov,202-225-2523,Republican,1/7/03,1/3/17,14.0,CA,23.0,1013 Longworth House Office Building,rep
261,Pete Olson,12/9/62,M,2133 Rayburn HOB; Washington DC 20515-4322,https://forms.house.gov/olson/contact-form.shtml,http://olson.house.gov,202-225-5951,Republican,1/6/09,1/3/17,8.0,TX,23.0,2133 Rayburn House Office Building,rep
262,Steven M. Palazzo,2/21/70,M,331 Cannon HOB; Washington DC 20515-2404,http://palazzo.house.gov/contact/,http://palazzo.house.gov,202-225-5772,Republican,1/5/11,1/3/17,6.0,MS,5.0,331 Cannon House Office Building,rep
263,Frank Pallone Jr.,10/30/51,M,237 Cannon HOB; Washington DC 20515-3006,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,202-225-4671,Democrat,1/6/87,1/3/17,30.0,NJ,7.0,237 Cannon House Office Building,rep
264,Bill Pascrell Jr.,1/25/37,M,2370 Rayburn HOB; Washington DC 20515-3009,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,202-225-5751,Democrat,1/7/97,1/3/17,20.0,NJ,10.0,2370 Rayburn House Office Building,rep
265,Rand Paul,1/7/63,M,167 Russell Senate Office Building Washington DC 20510,http://www.paul.senate.gov/?p=contact,https://www.paul.senate.gov,202-224-4343,Republican,1/5/11,1/3/17,6.0,KY,,167 Russell Senate Office Building,sen
266,Erik Paulsen,5/14/65,M,127 Cannon HOB; Washington DC 20515-2303,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov,202-225-2871,Republican,1/6/09,1/3/17,8.0,MN,4.0,127 Cannon House Office Building,rep
267,Stevan Pearce,8/24/47,M,2432 Rayburn HOB; Washington DC 20515-3102,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov,202-225-2365,Republican,1/7/03,1/3/17,12.0,NM,3.0,2432 Rayburn House Office Building,rep
268,Nancy Pelosi,3/26/40,F,233 Cannon HOB; Washington DC 20515-0512,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov,202-225-4965,Democrat,1/6/87,1/3/17,30.0,CA,13.0,233 Cannon House Office Building,rep
269,Ed Perlmutter,5/1/53,M,1410 Longworth HOB; Washington DC 20515-0607,https://forms.house.gov/perlmutter/webforms/contact.shtml,http://perlmutter.house.gov,202-225-2645,Democrat,1/4/07,1/3/17,10.0,CO,8.0,1410 Longworth House Office Building,rep
270,Gary C. Peters,12/1/58,M,724 Hart Senate Office Building Washington DC 20510,https://petersforms.house.gov/contact-us-form,http://www.peters.senate.gov,202-224-6221,Democrat,1/6/09,1/3/21,12.0,MI,,724 Hart Senate Office Building,sen
271,Collin C. Peterson,6/29/44,M,2204 Rayburn HOB; Washington DC 20515-2307,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov,202-225-2165,Democrat,1/3/91,1/3/17,26.0,MN,8.0,2204 Rayburn House Office Building,rep
272,Pedro R. Pierluisi,4/26/59,M,2410 Rayburn HOB; Washington DC 20515-5401,https://pierluisi.house.gov/contact/email-me,http://pierluisi.house.gov,202-225-2615,Democrat,1/6/09,1/3/17,4.0,PR,1.0,2410 Rayburn House Office Building,rep
273,Chellie Pingree,4/2/55,F,2162 Rayburn HOB; Washington DC 20515-1901,https://pingree.house.gov/email-me,https://pingree.house.gov,202-225-6116,Democrat,1/6/09,1/3/17,8.0,ME,2.0,2162 Rayburn House Office Building,rep
274,Joseph R. Pitts,10/10/39,M,420 Cannon HOB; Washington DC 20515-3816,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov,202-225-2411,Republican,1/7/97,1/3/17,20.0,PA,17.0,420 Cannon House Office Building,rep
275,Ted Poe,9/10/48,M,2412 Rayburn HOB; Washington DC 20515-4302,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,https://poe.house.gov,202-225-6565,Republican,1/4/05,1/3/17,12.0,TX,3.0,2412 Rayburn House Office Building,rep
276,Jared Polis,5/12/75,M,1433 Longworth HOB; Washington DC 20515-0602,https://polis.house.gov/forms/writeyourrep/default.aspx,http://polis.house.gov,202-225-2161,Democrat,1/6/09,1/3/17,8.0,CO,3.0,1433 Longworth House Office Building,rep
277,Mike Pompeo,12/30/63,M,436 Cannon HOB; Washington DC 20515-1604,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov,202-225-6216,Republican,1/5/11,1/3/17,6.0,KS,5.0,436 Cannon House Office Building,rep
278,Rob Portman,12/19/55,M,448 Russell Senate Office Building Washington DC 20510,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov,202-224-3353,Republican,5/4/93,1/3/17,20.0,OH,,448 Russell Senate Office Building,sen
279,Bill Posey,12/18/47,M,120 Cannon HOB; Washington DC 20515-0908,https://posey.house.gov/forms/writeyourrep/,http://posey.house.gov,202-225-3671,Republican,1/6/09,1/3/17,8.0,FL,9.0,120 Cannon House Office Building,rep
280,David E. Price,8/17/40,M,2108 Rayburn HOB; Washington DC 20515-3304,https://price.house.gov/contact,http://price.house.gov,202-225-1784,Democrat,1/6/87,1/3/17,28.0,NC,5.0,2108 Rayburn House Office Building,rep
281,Tom Price,10/8/54,M,100 Cannon HOB; Washington DC 20515-1006,https://tomprice.house.gov/contact-me,https://tomprice.house.gov,202-225-4501,Republican,1/4/05,1/3/17,12.0,GA,7.0,100 Cannon House Office Building,rep
282,Mike Quigley,10/17/58,M,2458 Rayburn HOB; Washington DC 20515-1305,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov,202-225-4061,Democrat,4/7/09,1/3/17,8.0,IL,6.0,2458 Rayburn House Office Building,rep
283,Charles B. Rangel,6/11/30,M,2354 Rayburn HOB; Washington DC 20515-3213,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov,202-225-4365,Democrat,1/21/71,1/3/17,46.0,NY,14.0,2354 Rayburn House Office Building,rep
284,Tom Reed,11/18/71,M,2437 Rayburn HOB; Washington DC 20515-3223,https://reed.house.gov/contact-me/email-me,http://reed.house.gov,202-225-3161,Republican,11/18/10,1/3/17,8.0,NY,24.0,2437 Rayburn House Office Building,rep
285,David G. Reichert,8/29/50,M,1127 Longworth HOB; Washington DC 20515-4708,https://reichert.house.gov/contact-me,http://reichert.house.gov,202-225-7761,Republican,1/4/05,1/3/17,12.0,WA,9.0,1127 Longworth House Office Building,rep
286,Harry Reid,12/2/39,M,522 Hart Senate Office Building Washington DC 20510,http://www.reid.senate.gov/contact,http://www.reid.senate.gov,202-224-3542,Democrat,1/3/83,1/3/17,34.0,NV,,522 Hart Senate Office Building,sen
287,James B. Renacci,12/3/58,M,328 Cannon HOB; Washington DC 20515-3516,https://renacci.house.gov/index.cfm/contact-form,https://renacci.house.gov,202-225-3876,Republican,1/5/11,1/3/17,6.0,OH,17.0,328 Cannon House Office Building,rep
288,Reid J. Ribble,4/5/56,M,1513 Longworth HOB; Washington DC 20515-4908,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov,202-225-5665,Republican,1/5/11,1/3/17,6.0,WI,9.0,1513 Longworth House Office Building,rep
289,Cedric L. Richmond,9/13/73,M,240 Cannon HOB; Washington DC 20515-1802,https://richmond.house.gov/contact-me/email-me,http://richmond.house.gov,202-225-6636,Democrat,1/5/11,1/3/17,6.0,LA,3.0,240 Cannon House Office Building,rep
290,E. Scott Rigell,5/28/60,M,418 Cannon HOB; Washington DC 20515-4602,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov,202-225-4215,Republican,1/5/11,1/3/17,6.0,VA,3.0,418 Cannon House Office Building,rep
291,Martha Roby,7/27/76,F,442 Cannon HOB; Washington DC 20515-0102,https://roby.house.gov/contact-me,http://roby.house.gov,202-225-2901,Republican,1/5/11,1/3/17,6.0,AL,3.0,442 Cannon House Office Building,rep
292,David P. Roe,7/21/45,M,407 Cannon HOB; Washington DC 20515-4201,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,http://roe.house.gov,202-225-6356,Republican,1/6/09,1/3/17,8.0,TN,2.0,407 Cannon House Office Building,rep
293,Harold Rogers,12/31/37,M,2406 Rayburn HOB; Washington DC 20515-1705,https://halrogers.house.gov/contact/contactform.htm,http://halrogers.house.gov,202-225-4601,Republican,1/5/81,1/3/17,36.0,KY,6.0,2406 Rayburn House Office Building,rep
294,Mike Rogers,7/16/58,M,324 Cannon HOB; Washington DC 20515-0103,http://mikerogers.house.gov/contact-mike/email-me,http://mikerogers.house.gov,202-225-3261,Republican,1/7/03,1/3/17,14.0,AL,4.0,324 Cannon House Office Building,rep
295,Dana Rohrabacher,6/21/47,M,2300 Rayburn HOB; Washington DC 20515-0548,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov,202-225-2415,Republican,1/3/89,1/3/17,28.0,CA,49.0,2300 Rayburn House Office Building,rep
296,Todd Rokita,2/9/70,M,1717 Longworth HOB; Washington DC 20515-1404,https://rokita.house.gov/contact-me,http://rokita.house.gov,202-225-5037,Republican,1/5/11,1/3/17,6.0,IN,5.0,1717 Longworth House Office Building,rep
297,Thomas J. Rooney,11/21/70,M,2160 Rayburn HOB; Washington DC 20515-0917,https://rooney.house.gov/email-me,https://rooney.house.gov,202-225-5792,Republican,1/6/09,1/3/17,8.0,FL,18.0,2160 Rayburn House Office Building,rep
298,Ileana Ros-Lehtinen,7/15/52,F,2206 Rayburn HOB; Washington DC 20515-0927,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov,202-225-3931,Republican,1/3/89,1/3/17,28.0,FL,28.0,2206 Rayburn House Office Building,rep
299,Peter J. Roskam,9/13/61,M,2246 Rayburn HOB; Washington DC 20515-1306,https://roskam.house.gov/contact/email-me,http://roskam.house.gov,202-225-4561,Republican,1/4/07,1/3/17,10.0,IL,7.0,2246 Rayburn House Office Building,rep
300,Dennis A. Ross,10/18/59,M,229 Cannon HOB; Washington DC 20515-0915,https://dennisross.house.gov/forms/writeyourrep/,http://dennisross.house.gov,202-225-1252,Republican,1/5/11,1/3/17,6.0,FL,16.0,229 Cannon House Office Building,rep
301,Lucille Roybal-Allard,6/12/41,F,2330 Rayburn HOB; Washington DC 20515-0540,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov,202-225-1766,Democrat,1/5/93,1/3/17,24.0,CA,41.0,2330 Rayburn House Office Building,rep
302,Edward R. Royce,10/12/51,M,2310 Rayburn HOB; Washington DC 20515-0539,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov,202-225-4111,Republican,1/5/93,1/3/17,24.0,CA,40.0,2310 Rayburn House Office Building,rep
303,Marco Rubio,5/28/71,M,284 Russell Senate Office Building Washington DC 20510,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov,202-224-3041,Republican,1/5/11,1/3/17,6.0,FL,,284 Russell Senate Office Building,sen
304,C. A. Dutch Ruppersberger,1/31/46,M,2416 Rayburn HOB; Washington DC 20515-2002,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://ruppersberger.house.gov,202-225-3061,Democrat,1/7/03,1/3/17,14.0,MD,3.0,2416 Rayburn House Office Building,rep
305,Bobby L. Rush,11/23/46,M,2188 Rayburn HOB; Washington DC 20515-1301,https://rush.house.gov/contact-me/legislative-issues,http://rush.house.gov,202-225-4372,Democrat,1/5/93,1/3/17,24.0,IL,2.0,2188 Rayburn House Office Building,rep
306,Paul D. Ryan,1/29/70,M,1233 Longworth HOB; Washington DC 20515-4901,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov,202-225-3031,Republican,1/6/99,1/3/17,18.0,WI,2.0,1233 Longworth House Office Building,rep
307,Tim Ryan,7/16/73,M,1421 Longworth HOB; Washington DC 20515-3513,http://timryanforms.house.gov/contact/,http://timryan.house.gov,202-225-5261,Democrat,1/7/03,1/3/17,14.0,OH,14.0,1421 Longworth House Office Building,rep
308,Gregorio Kilili Camacho Sablan,1/19/55,M,423 Cannon HOB; Washington DC 20515-5201,http://sablan.house.gov/email-me,http://sablan.house.gov,202-225-2646,Independent,1/6/09,1/3/17,8.0,MP,1.0,423 Cannon House Office Building,rep
309,Loretta Sanchez,1/7/60,F,1211 Longworth HOB; Washington DC 20515-0546,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov,202-225-2965,Democrat,1/7/97,1/3/17,20.0,CA,47.0,1211 Longworth House Office Building,rep
310,John P. Sarbanes,5/22/62,M,2444 Rayburn HOB; Washington DC 20515-2003,http://sarbanes.house.gov/federal.asp,https://sarbanes.house.gov,202-225-4016,Democrat,1/4/07,1/3/17,10.0,MD,4.0,2444 Rayburn House Office Building,rep
311,Steve Scalise,10/6/65,M,2338 Rayburn HOB; Washington DC 20515-1801,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov,202-225-3015,Republican,5/7/08,1/3/17,10.0,LA,2.0,2338 Rayburn House Office Building,rep
312,Janice D. Schakowsky,5/26/44,F,2367 Rayburn HOB; Washington DC 20515-1309,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,http://schakowsky.house.gov,202-225-2111,Democrat,1/6/99,1/3/17,18.0,IL,10.0,2367 Rayburn House Office Building,rep
313,Adam B. Schiff,6/22/60,M,2411 Rayburn HOB; Washington DC 20515-0528,https://schiff.house.gov/contact,http://schiff.house.gov,202-225-4176,Democrat,1/3/01,1/3/17,16.0,CA,29.0,2411 Rayburn House Office Building,rep
314,Kurt Schrader,10/19/51,M,2431 Rayburn HOB; Washington DC 20515-3705,https://schrader.house.gov/contact,http://schrader.house.gov,202-225-5711,Democrat,1/6/09,1/3/17,8.0,OR,6.0,2431 Rayburn House Office Building,rep
315,Charles E. Schumer,11/23/50,M,322 Hart Senate Office Building Washington DC 20510,http://www.schumer.senate.gov/Contact/email-chuck,https://www.schumer.senate.gov,202-224-6542,Democrat,1/5/81,1/3/17,36.0,NY,,322 Hart Senate Office Building,sen
316,David Schweikert,3/3/62,M,409 Cannon HOB; Washington DC 20515-0306,https://schweikert.house.gov/contact-form,http://schweikert.house.gov,202-225-2190,Republican,1/5/11,1/3/17,6.0,AZ,7.0,409 Cannon House Office Building,rep
317,Austin Scott,12/10/69,M,2417 Rayburn HOB; Washington DC 20515-1008,https://austinscott.house.gov/email-me/,http://austinscott.house.gov,202-225-6531,Republican,1/5/11,1/3/17,6.0,GA,9.0,2417 Rayburn House Office Building,rep
318,David Scott,6/27/45,M,225 Cannon HOB; Washington DC 20515-1013,https://davidscott.house.gov/contact/contactform.htm,http://davidscott.house.gov,202-225-2939,Democrat,1/7/03,1/3/17,14.0,GA,14.0,225 Cannon House Office Building,rep
319,"Robert C. ""Bobby"" Scott",4/30/47,M,1201 Longworth HOB; Washington DC 20515-4603,https://bobbyscott.house.gov/contact/email-me,http://bobbyscott.house.gov,202-225-8351,Democrat,1/5/93,1/3/17,24.0,VA,4.0,1201 Longworth House Office Building,rep
320,Tim Scott,9/19/65,M,520 Hart Senate Office Building Washington DC 20510,http://www.scott.senate.gov/contact/email-me,https://www.scott.senate.gov,202-224-6121,Republican,1/5/11,1/3/17,14.0,SC,,520 Hart Senate Office Building,sen
321,F. James Sensenbrenner Jr.,6/14/43,M,2449 Rayburn HOB; Washington DC 20515-4905,http://sensenbrenner.house.gov/contact/email.htm,http://sensenbrenner.house.gov,202-225-5101,Republican,1/15/79,1/3/17,38.0,WI,6.0,2449 Rayburn House Office Building,rep
322,JosÃƒÂ© E. Serrano,10/24/43,M,2227 Rayburn HOB; Washington DC 20515-3215,https://serrano.house.gov/contact-me/email-me,http://serrano.house.gov,202-225-4361,Democrat,1/3/89,1/3/17,28.0,NY,16.0,2227 Rayburn House Office Building,rep
323,Pete Sessions,3/22/55,M,2233 Rayburn HOB; Washington DC 20515-4332,https://sessions.house.gov/index.cfm/contact-form,https://sessions.house.gov,202-225-2231,Republican,1/7/97,1/3/17,20.0,TX,33.0,2233 Rayburn House Office Building,rep
324,Terri A. Sewell,1/1/65,F,1133 Longworth HOB; Washington DC 20515-0107,https://sewell.house.gov/email-me,https://sewell.house.gov,202-225-2665,Democrat,1/5/11,1/3/17,6.0,AL,8.0,1133 Longworth House Office Building,rep
325,Richard C. Shelby,5/6/34,M,304 Russell Senate Office Building Washington DC 20510,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov,202-224-5744,Republican,1/15/79,1/3/17,38.0,AL,,304 Russell Senate Office Building,sen
326,Brad Sherman,10/24/54,M,2242 Rayburn HOB; Washington DC 20515-0530,http://sherman.house.gov/contact/contact-congressman-sherman-form,http://sherman.house.gov,202-225-5911,Democrat,1/7/97,1/3/17,20.0,CA,31.0,2242 Rayburn House Office Building,rep
327,John Shimkus,2/21/58,M,2217 Rayburn HOB; Washington DC 20515-1315,https://shimkus.house.gov/contact/email-me,http://shimkus.house.gov,202-225-5271,Republican,1/7/97,1/3/17,20.0,IL,16.0,2217 Rayburn House Office Building,rep
328,Bill Shuster,1/10/61,M,2268 Rayburn HOB; Washington DC 20515-3809,http://shuster.house.gov/contact-form/,http://shuster.house.gov,202-225-2431,Republican,5/17/01,1/3/17,16.0,PA,10.0,2268 Rayburn House Office Building,rep
