nameFull,careerContributions,imageUrl,quote,stateAbr,quoteAnchor,quoteRef,quoteRefUrl
Bill Johnson,"$627,633",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Bill_Johnson.jpg,"Johnson asserted in 2011, “I am not an alarmist that believes that greenhouse gas emissions coming from the coal industry are causing major problems.”",OH,odsytujsw,"ThinkProgress, 6/6/13",http://thinkprogress.org/climate/2013/06/06/2113571/gop-congressman-with-computer-science-degree-justifies-opposition-to-epa-rules-im-a-scientist/
Bob Gibbs,"$384,559",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Bob_Gibbs.jpg,“It is clear that science has not been able to document what is happening and if human activity is causing a problem or not. Many scientists are on both sides of this issue and the proponents of climate change have not substantiated their findings based on sound science.”,OH,miqjmqeiw,League of Women Voters 2010 Voters Guide,http://gawker.com/this-snarky-article
Pat Tiberi,"$511,400",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Pat_Tiberi.jpg,"Tiberi “doesn’t think there is a consensus among scientists about whether global warming is proven. ‘If there’s one thing I’ve learned from the climate-change debate, it’s that I am not a climate scientist. I have had the privilege of hearing testimony from some of the top climatologists in the world,’ Tiberi said.”",OH,qjgqghqxn,"Columbus Dispatch, 12/20/09",http://www.dispatch.com/content/stories/national_world/2009/12/20/ohwarming.ART_ART_12-20-09_A3_J4G29E7.html
Steve Stivers,"$352,124",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Steve_Stivers.jpg,Stivers disagrees with the statement: “Man-made global warming is a scientific fact.”,OH,gkbcydwhk,"NRDC Action Fund, 8/30/10",http://www.nrdcactionfund.org/updates/congressional-candidates-views-on-clean-energy-climate-change-oh-15.html/
Rob Portman,"$1,021,714",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Rob_Portman.jpg,"“‘I do think climate change is real' Portman, who is seeking re-election in a key swing state, said he opposed the January measure because he's not sure how much of a factor human activity is in global warming. ‘I'm not going to quantify it because scientists have a lot of different views on that,’ he told reporters Thursday.” ",OH,srpmanrrr,"Cincinnati.com, 3/17/15",http://www.cincinnati.com/story/news/politics/elections/2015/03/27/portman-climate-change-vote-hinges-one-word/70534216/
Jim Bridenstine,"$173,850",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jim_Bridenstine.jpg,"""Mr. Speaker, global temperatures stopped rising 10 years ago. Global temperature changes, when they exist, correlate with Sun output and ocean cycles. During the Medieval Warm Period from 800 to 1300 A.D.—long before cars, power plants, or the Industrial Revolution—temperatures were warmer than today. During the Little Ice Age from 1300 to 1900 A.D., temperatures were cooler. Neither of these periods were caused by any human activity.”",OK,drrzpozai,"Congressional Hearing, 6/11/13",https://www.youtube.com/watch?v=GUcsAFnwC7k
Markwayne Mullin,"$406,750",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Markwayne_Mullin.jpg,“I haven’t seen the reports that would get me to believe that anything’s different [with regards to climate change] than the patterns that we had that we’ve gone through the time of records.”,OK,tpyvvklij,"ThinkProgress, 8/9/13",https://www.youtube.com/watch?v=c1FfLiWybmI
Frank Lucas,"$620,325",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Frank_Lucas.jpg,"“Most telling of the EPA’s irrational regulatory approach is how the EPA has concluded that the breath that we exhale, the gas that livestock expels, are dangerous pollutants and should be regulated by the Clean Air Act.”",OK,cncpcivnu,"April 7, 2011 House floor speech via Huffington Post, 6/26/14",http://www.huffingtonpost.com/2014/06/26/house-science-committee-c_n_5533992.html
James Lankford,"$1,024,110",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/James_Lankford.jpg,"“This whole global warming myth will be exposed as what it really is — a way of control more than anything else,’ Lankford said. ‘And that generation will be ticked.’”",OK,efqoqrgqx,"Edmond Sun, 2/16/10",http://www.edmondsun.com/news/local_news/th-district-candidates-united-against-cap-and-trade/article_caaa9492-952c-55bd-80ff-91d402ed7591.html
Jim Inhofe,"$2,036,427",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jim_Inhofe.jpg,"“To my knowledge, nobody has uttered the term ‘global warming’ since 2009. It’s been completely refuted in most areas. … Those people who really believe that the world’s coming to an end because of global warming and that’s all due to manmade, anthropogenic gases, we call those people alarmists. … I really believe it’s the greatest hoax ever perpetrated on the American people.”",OK,ylisldylf,"Politico, 8/1/12",http://www.politico.com/gallery/2013/07/climate-skeptics-in-congress/001199-016948.html
Scott Perry,"$77,600",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Scott_Perry.jpg,"“‘I do believe global warming is occurring … However, I do take exception, whether it’s man-made or not. I learned in public school, the scientific theory … You have a theory and it has to be proven. And I’m concerned anytime that a nation, or the world, makes up policy based on a theory that … has gained consensus but’ does not have proof, he said.” Perry’s denial could be softening. Last year, he said that humans to contribute to climate change, but questioned humans' impact: “There's ‘no doubt’ climate change has been happening,"" Perry said, and he thinks ""man contributes to it to a certain extent.""",PA,npfvmumvb,"YDR Politics, 9/20/12",http://www.yorkblog.com/ydrpolitics/2012/09/20/how-much-do-people-contribute-to-global-warming-congressional-candidates-for-york-county-weigh-in/
Glenn Thompson,"$375,002",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Glenn_Thompson.jpg,"Thompson said “I don’t see the science is settled.” He also suggested climate change is based on political science. “In the debate and most of the debate of the majority party here, it’s not so much based on real science as political science or even, to some degree, science fiction…. And so not even with the debate of, you know, are we warming the Earth or not warming the Earth, there’s a lot of smart folks out there that are publishing research or earning their dissertations based on debating that science. But what the experts agree upon, the researchers agree is, human activity is less than 4 percent contributes towards CO2 emissions.”",PA,tjaiicwnm,"Congressional Record, 6/2/09 ||| Voices, 3/31/11",http://www.gpo.gov/fdsys/pkg/CREC-2009-06-02/html/CREC-2009-06-02-pt1-PgH6063.htm ||| http://voicesweb.org/gt-thompson-discusses-environment
Bill Shuster,"$704,775",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Bill_Shuster.jpg,“Protecting our environment for future generations is one of the most important issues facing our country and the world. There continues to be debate among the scientific community on the precise reason why global temperatures have gradually risen over the last century.”,PA,nrkppryhv,"WTAJ-TV, 8/18/08",https://web.archive.org/web/20150117005147/http://www.wearecentralpa.com/story/bill-shuster/d/story/BLsqBArb-0WOFLlHM3UHNw
Lou Barletta,"$177,259",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Lou_Barletta.jpg,"""‘I have great admiration for Pope Francis and agree with him that preserving clean air and water, and a healthy environment, are goals that we should all want to achieve,’ Barletta said in a statement. ‘That said, I believe that the world moves in climate cycles, and there is evidence to indicate that we are currently in a cooling trend.’”",PA,bgcslkadt,"Morning Call, 6/17/15",http://www.mcall.com/news/nationworld/pennsylvania/mc-pa-pope-congress-climate-change-20150617-story.html
Keith Rothfus,"$272,090",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Keith_Rothfus.jpg,"Rothfus responded: “I do not believe it’s man-made and I am not convinced that it is a fact. I think the science is still out. I think for the last 15 years we haven’t had any warming” to the question: Do you believe that global warming which is now referred to as climate change is a fact, and if so do you believe that it is man-made?",PA,qfjpoaxjw,"Roundtable Interview, 9/8/10",https://www.youtube.com/watch?v=UEUA2MYRI8U
Charles Dent,"$298,189",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Charles_Dent.jpg,"“I am concerned that world leaders and scientists are gathering in Copenhagen this week to potentially develop global climate treaties at a time when the international community is questioning the legitimacy of leading climate scientists. Unfortunately, the revelation of these deceitful emails has tarnished the credibility of significant scientific research.”",PA,nkrqypggx,"Dent Website, 12//09",http://dent.house.gov/index.cfm?p=PressReleases&ContentRecord_id=9e887d43-b7f4-420d-bff0-827da4734d7f
Timothy F Murphy,"$749,898",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Tim_Murphy.jpg,“I think it is dangerous science for Congress to declare climate theory a fact.”,PA,ugcmwvkhi,"ThinkProgress, 3/15/11",http://thinkprogress.org/climate/2011/03/15/174947/koch-committee-climate-denial/
Pat Toomey,"$1,015,818",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Pat_Toomey.jpg,“My view is: I think the data is pretty clear. There has been an increase in the surface temperature of the planet over the course of the last 100 years or so. I think it’s clear that that has happened. The extent to which that has been caused by human activity I think is not as clear. I think that is still very much disputed and has been debated.”,PA,caecgbhus,"ThinkProgress Video, 10/8/10",https://www.youtube.com/watch?feature=player_embedded&v=rlYlvR5x8F4
Joe Wilson,"$75,650",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Joe_Wilson.jpg,"When asked if he believes that human activity is contributing to climate change, Wilson answered “no.”",SC,zdvudkmtr,Project Vote Smart Political Courage Survey,http://votesmart.org/candidate/political-courage-test/3985/joe-wilson-sr/
Jeff Duncan,"$141,900",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jeff_Duncan.jpg,At a Department of Homeland Security hearing Duncan said “this notion that manmade climate change is happening is wrong.”,SC,kubfyjnaq,"ThinkProgress, 7/8/15",http://thinkprogress.org/climate/2015/07/08/3678084/duncan-illegal-aliens-murdering-beautiful-innocent-lives/
Trey Gowdy,"$85,250",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Trey_Gowdy.jpg,“Global warming has not been proven to the satisfaction of the constituents I seek to serve.”,SC,recfmbsns,"Go Upstate, 5/23/10",http://www.goupstate.com/article/20100523/NEWS/100529899?p=1&tc=pg
Mick Mulvaney,"$60,900",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Mick_Mulvaney.jpg,"During President Obama’s second to last State of the Union address, Mulvaney tweeted, “Climate change: the best scientists are ‘all’ telling us? Really? All? Wasn't aware of that. Interesting. Wrong, but interesting #SOTU #sctweets”",SC,jjieqpaxr,"Daily Signal, 1/20/15",http://dailysignal.com/2015/01/20/41-members-congress-tweeted-state-union-heres-say/
Kristi Noem,"$268,351",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Kristi_Noem.jpg,"Noem voted for a South Dakota House Resolution stating that “That there are a variety of climatological, meteorological, astrological, thermological, cosmological, and ecological dynamics that can effect world weather phenomena and that the significance and interrelativity of these factors is largely speculative.” She also tweeted “Here’s a Halloween scare for you: Obama's Energy Dept claims jack-o-lanterns contribute to global warming…”",SD,khoqepcem,"Organizing For Action ||| Twitter,10/31/15",https://www.barackobama.com/climate-change-deniers/kristi-noem-south-dakota/ ||| https://twitter.com/kristinoem/status/660456213763649536
Phil Roe,"$47,900",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Phil_Roe.jpg,"“Many believe greenhouse gas emissions are contributing to the gradual warming of our planet and changing of our climate. While there are many questions surrounding the science of the issue, it seems to me like we could develop a solution that will reduce greenhouse gas emissions without inflicting catastrophic damage on our economy.”",TN,tyfquualn,"Project Vote Smart Issue Position, 1/1/11",http://votesmart.org/public-statement/549174/
Jimmy Duncan,"$201,611",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jimmy_Duncan.jpg,"“I agree that human activity has effected the climate, but not to the extent some extremists claim.”",TN,vaqiqidpl,Duncan Website,http://duncan.house.gov/issue/environment-and-global-warming
Chuck Fleischmann,"$71,600",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Chuck_Fleischmann.jpg,"When asked his opinion about global warming during a candidate debate, Fleischmann said: “I think we ought to take Al Gore, put him on an iceberg, and put him way out there.”",TN,xveezirgv,"Times Free Press, 7/5/12",http://www.timesfreepress.com/news/opinion/times/story/2012/jul/07/put-who-on-an-iceberg-chattanooga-times/81964/
Diane Black,"$179,080",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Diane_Black.jpg,“The far left-wing elements of this administration foresee a near future with carbon regulated as a pollutant and heavily taxed to discourage consumption and generate revenue. We must resist all of these radical approaches all geared to raise energy prices on American families and businesses.”,TN,nnjkclxuo,Project Vote Smart Issue Position,http://votesmart.org/public-statement/534481/
Marsha Blackburn,"$436,993",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Marsha_Blackburn.jpg,"“Blackburn declared to BBC Radio 4 that the ‘jury is still out saying man is the cause for global warming, after the earth started to cool 13 years ago.’ After an interviewer pointed out that scientific data showed a substantial rise in temperature on the surface of the Earth, Blackburn countered that ‘we’ve cooled almost 1 degree (F)” in the last 13 years.’”",TN,hbzeuihgw,"Raw Story, 9/24/15",http://www.rawstory.com/2015/09/marsha-blackburn-invents-new-way-to-deny-global-warming-humans-are-not-the-cause-for-carbon-emissions/
Louie Gohmert,"$406,704",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Louie_Gohmert.jpg,"Gohmert said, “Apparently this climate change was global freezing back in the 1970s. Then global warming and then, when it quit warming, now it’s climate change.” And in a House Committee on Natural Resources hearing he said, “I’m on record as believing climate change to be a fact. In East Texas where I live it happens four times a year.”",TX,skvdklizg,"Washington Times, 5/8/14 ||| House Committee on Natural Resources Hearing, 5/3/15 via the Guardian",http://www.washingtontimes.com/news/2014/may/8/louie-gohmert-todays-climate-change-was-1970s-glob/ ||| http://www.theguardian.com/environment/climate-consensus-97-per-cent/2015/may/21/congress-manufactures-doubt-and-denial-in-climate-change-hearing
Ted Poe,"$475,487",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Ted_Poe.jpg,"“The consensus has been for some time that global warming, climate change, continues because man is the perpetrator. Now we are beginning to learn that may not be true, that there is not a consensus that there is global warming or climate change. We now have heard about Climategate, where the expert scientists hid emails in England that disagreed with the so-called consensus that there is global warming and global climate change. We have heard now new evidence that even NASA is involved in not revealing evidence that contradicts climate change.”",TX,kubjtsfhl,"Congressional Record, 12/15/09",https://www.gpo.gov/fdsys/pkg/CREC-2009-12-15/html/CREC-2009-12-15-pt1-PgH14948.htm
Joe Barton,"$2,184,387",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Joe_Barton.jpg,"“I don’t deny that the climate is changing. I think you can have an honest difference of opinion on what’s causing that change without automatically being either all-in that it’s all because of mankind or it’s all just natural. I think there’s a divergence of evidence … I would point out if you’re a believer in the Bible, one would have to say the Great Flood is an example of climate change. And that certainly wasn’t because mankind overdeveloped hydrocarbon energy.”",TX,tbnpndqmx,"Raw Story, 4/10/13",http://www.rawstory.com/2013/04/rep-joe-barton-biblical-great-flood-shows-climate-change-isnt-man-made/
John Culberson,"$751,461",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/John_Culberson.jpg,"“I'm confident humans have had some effect on the climate. We just don't have enough data or accurate data to say with certainty what that effect has been. For example, I have great faith in the constellation of Earth-observing satellites NASA has launched, many of them being used by NOAA.”",TX,xszqprwoe,"Los Angeles Times, 3/5/15",http://www.latimes.com/business/hiltzik/la-fi-mh-inside-gop-science-climate-change-20150304-column.html
Michael McCaul,"$456,884",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Michael_McCaul.jpg,"McCaul co-sponsored H.Res.954, a resolution that stated: “Whereas recent events have uncovered extensive evidence from the Climate Research Unit at the University of East Anglia in England (in this resolution referred to as the ‘CRU’) which involved many researchers across the globe discussing the destruction, altering, and hiding of data that did not support global warming claims.” He also said the Obama administration should not “busy DHS with climate politics when terrorism is going viral.”",TX,weizdzrtx,"H.Res.954, GovTrack, 12/8/09 ||| Breitbart, 5/20/15",http://www.govtrack.us/congress/bills/111/hres954/text ||| http://www.breitbart.com/big-government/2015/05/20/homeland-security-chairman-obama-short-changes-real-national-security-threats-for-climate-change/
Mike Conaway,"$1,298,400",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Mike_Conaway.jpg,“Science is never settled … they changed the phraseology because the climate isn’t warming.”,TX,gqxladclx,"House Floor, 6/29/09",https://www.youtube.com/watch?v=lIpqErN9LJU
Mac Thornberry,"$603,130",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Mac_Thornberry.jpg,"“Any decisions we make should be based on sound science rather than political, social or personal profit agendas. No computer model yet has correctly predicted the Earth’s actual temperatures. We simply do not understand enough about the causes and effects related to our weather.”",TX,cyrdhgreq,"USA Today, 8/10/11",http://usatoday30.usatoday.com/news/opinion/editorials/2011-08-10-drought-cap-and-trade-texas_n.htm
Randy Weber,"$219,300",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Randy_Weber.jpg,"“I may want to get your cell phone, because if we go through cycles of global warming and then back to global cooling, I need to know when to buy my long coat on sale. I just don’t know how y’all prove those hypotheses going back fifty, hundred, what you might say is thousands if not millions of years, and then postulate those forward.”",TX,jpmddjvlt,"Science Committee Hearing via Huffington Post, 6/26/14",http://www.huffingtonpost.com/2014/06/26/house-science-committee-c_n_5533992.html
Bill Flores,"$814,423",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Bill_Flores.jpg,"“It is time we stopped putting petty politics based on dubious ‘agenda-driven, scientific’ research ahead of creating more American energy.”",TX,ipsckzlrs,"Flores Campaign Website, 12/18/11",http://web.archive.org/web/20111218171003/http:/www.billfloresforcongress.com/energy
Randy Neugebauer,"$680,197",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Randy_Neugebauer.jpg,"“What we have here is a case of formulating scientific findings that back up policy, instead of creating policy that is backed up by legitimate science. Proponents of man-made global warming in Congress will use every opportunity they have to invite witnesses to testify before Congress who only share their point of view. We now have clear evidence of what we knew all along, that there are perhaps thousands of scientists who don’t share these views, and sadly have been the subject of concerted efforts to discourage and suppress their findings from publication.”  Neugebauer also said “Science is never settled … they changed the phraseology because the climate isn’t warming.”",TX,fazhonzag,"Huffington Post, 6/26/14 ||| House Floor, 6/29/09",http://www.huffingtonpost.com/2014/06/26/house-science-committee-c_n_5533992.html?utm_hp_ref=politics ||| http://www.youtube.com/watch?v=lIpqErN9LJU
Lamar S Smith,"$685,947",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Lamar_Smith.jpg,"“Atmospheric satellite data, considered by many to be the most objective, has clearly showed no warming for the past two decades. This fact is well documented, but has been embarrassing for an administration determined to push through costly environmental regulations.”",TX,cgxmwkgxx,"Washington Times, 11/26/15",http://www.washingtontimes.com/news/2015/nov/26/lamar-smith-noaas-climate-change-science-fiction/
Pete Olson,"$918,500",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Pete_Olson.jpg,“The emails that emerge from the University of East Anglia call into question the accuracy of the IPCC data.”,TX,bvsppvbgt,"C-SPAN Video, 12/9/09",http://www.c-span.org/video/?c3680018/clip-house-session
Michael C Burgess,"$383,646",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Michael_Burgess.jpg,"“My opinion, for what it is worth, is that the science behind global temperature changes is not settled.”",TX,coqjqdfsa,"Subcommittee on Energy and Power Hearing, 3/8/11",https://www.gpo.gov/fdsys/pkg/CHRG-112hhrg66704/html/CHRG-112hhrg66704.htm
Blake Farenthold,"$316,677",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Blake_Farenthold.jpg,"“Global warming is scare tactic used by groups with a political agenda. While I support protecting the environment, the green agenda pushes it way beyond common sense, with ideas like cap and trade which would destroy American industry.”",TX,dsigrxegi,Farenthold Website,http://blake.com/?page_id=271
John Carter,"$323,078",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/John_Carter.jpg,"“We may or may not even be in a warming cycle. Even if we are, scientific evidence does not conclude that activity by man plays any significant role.”",TX,ylqkvqqin,"Carter Website, last accessed Februar y2016",http://carter.house.gov/opeds/the-return-of-the-warmers/
John Cornyn,"$3,081,006",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/John_Cornyn.jpg,"Cornyn admits that the climate is changing, but he disputes the extent to which humans contribute to it. In 2009 he questioned the validity of climate science research saying: “Taxpayer funded research by NASA and the Goddard Institute for Space Studies (GISS) concerning the warmest years on record has been the subject of dispute and after challenges, has been changed and re-released. What is less known is why the changes were made and what inherent flaws existed in the original data, if any. It is important to understand the reasons behind these alterations and further to avoid suspicion that data was massaged to fit the prescribed theory that global warming is attributable to man-made greenhouse gas emissions.” And he remains skeptical of the science behind global climate change. In a recent op-ed he said ""climate models fail"" and argued that policies aimed at addressing climate change do more harm than good.",TX,mucwjtagr,"Cornyn, 12/16/09 ||| National Review, 7/20/15",http://www.cornyn.senate.gov/public/index.cfm?p=NewsReleases&ContentRecord_id=4d678d77-cf3a-483d-b55a-426830c34b42&ContentType_id=b94acc28-404a-4fc6-b143-a9e15bf92da4&Group_id=24eb5606-e2db-4d7f-bf6c-efc5df80b676&MonthDisplay=12&YearDisplay=2009 ||| http://www.nationalreview.com/article/421397/climate-change-policy-american-innovation
Ted Cruz,"$2,402,149",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Ted_Cruz.jpg,"“The last 15 years, there has been no recorded warming. Contrary to all the theories that they are expounding, there should have been warming over the last 15 years. It hasn’t happened … You know, back in the ’70s — I remember the ’70s, we were told there was global cooling. And everyone was told global cooling was a really big problem. And then that faded.” Cruz has continued to raise doubts about climate satellite data, and he held a Senate hearing titled  “Data or Dogma: Promoting Open Inquiry in the Debate over the Magnitude of Human Impact on Earth’s Climate.”",TX,evcibvits,"New Republic, 11/6/14 ||| Washington Post, 1/29/16",http://www.newrepublic.com/article/120180/climate-denier-ted-cruz-may-lead-senate-science-subcommittee ||| https://www.washingtonpost.com/news/energy-environment/wp/2016/01/29/ted-cruz-keeps-saying-that-satellites-dont-show-warming-heres-the-problem/
Rob Bishop,"$390,316",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Rob_Bishop.jpg,“If the issue is dealing with carbon in the air and there is climate change all the time and I wish there was more global warming right now. Because it's really cold here -- I want it warmer in some way.”,UT,ydjyqrbsh,"E&E News, 2/25/15",http://www.eenews.net/videos/1946/transcript
Chris Stewart,"$175,450",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Chris_Stewart.jpg,“The science regarding climate change is anything but settled.”,UT,uphfwkcve,"St. Louis Tribune, 4/13/13",http://www.sltrib.com/sltrib/opinion/56130738-82/climate-global-stewart-regarding.html.csp
Jason Chaffetz,"$134,550",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jason_Chaffetz.jpg,"“Is our air and is our quality of life affected by what we throw into the air and in the water? Yes, of course, but the Al Gore defined global warming is a farce, it is.”",UT,keiiatnwa,"Mother Jones, 10/28/14",http://www.motherjones.com/blue-marble/2014/10/craziest-things-republican-candidates-have-said-about-climate-change-one-video
Orrin Hatch,"$786,429",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Orrin_Hatch.jpg,“There is also some disagreement among scientists as to whether global warming — regardless of its cause — would result in a net benefit or detriment to life on earth. Scientific studies demonstrate overwhelmingly that humans tend to fare better during warming spells than periods of cooling.”,UT,ygsuedesv,Hatch Website,http://web.archive.org/web/20091201233001/http:/hatch.senate.gov/public/index.cfm?FuseAction=Issuepositions.Home
Rob Wittman,"$68,950",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Rob_Wittman.jpg,“We must recognize that these climactic cycles of heating and cooling have been going on well before man appeared on earth.”,VA,gybnclltm,"American Prospect, 7/17/15",http://prospect.org/article/three-climate-deniers-congress-whose-districts-will-soon-be-underwater
Scott Rigell,"$117,850",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Scott_Rigell.jpg,"According to the Virginian-Pilot voter guide, Rigell “does not believe that climate change is caused by human actions.” He has said the climate is getting warmer, but he doesn’t know what can be done about it. “I do believe that the precision with which some say that we can quantify this, and shape the direction, I still believe that part of it, our ability to shape where we head with respect to where the climate goes, I think reasonable people can disagree on that, too,” he said.",VA,amyxvlmkc,"Hampton Roads, 6/3/10 ||| WAMU, 2/21/13",http://hamptonroads.com/2010/06/voter-guide-2nd-district-gop-candidates ||| http://wamu.org/news/13/02/21/climate_change_issue_reemerges_in_congress
Randy Forbes,"$44,400",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Randy_Forbes.jpg,"“Elected officials need to depend on experts in the field to make determinations on the degree to which our planet is warming, and there is evidence among scientists and researchers pointing in both directions.”",VA,dwwwrmrta,"Times Dispatch, 7/4/10",http://www.richmond.com/business/article_c99f5f98-f5f0-5f0b-8ccc-7b2cce7a8a72.html
Robert Hurt,"$146,863",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Robert_Hurt.jpg,"Hurt said Climategate is “scientists who have given us something that is not true. It is faulty information and it has real consequences in the 5th District, in the loss of jobs and in power bills from Appalachian Power Co.” He has also said that climate change “Led To The Vikings Dominating Europe For Several Hundred Years.”",VA,pmqsrgsnz,"Climate Change Hearing 3/8/11 ||| Daily Progress, 2/28/10",http://www.youtube.com/watch?v=Y1MUMKQlLtM ||| http://www.dailyprogress.com/news/article_d930b154-0251-55b7-a67e-d150200557f9.html
Bob Goodlatte,"$223,800",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Bob_Goodlatte.jpg,"“There is no doubt that the earth’s climate is changing. The earth and its climate are dynamic, and have changed throughout history even without human activity. We have reached a point where some experts concur that the earth is once again warming. Regardless of the reason, the debate over climate change should remind us that we should be good stewards of our planet.”",VA,nkmkayvsg,"Times Dispatch, 7/4/10",http://www.richmond.com/business/article_c99f5f98-f5f0-5f0b-8ccc-7b2cce7a8a72.html
Dave Brat,"$36,150",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Dave_Brat.jpg,"“If you let Americans do their thing, there is no scarcity, right? They said we’re going to run out of food 200 years ago, that we’re goin’ to have an ice age. Now we’re heating up … Of course we care for the environment, but we’re not mad people. Over time, rich countries solve their problems. We get it right. It’s not all perfect, but we get it right.”",VA,shhybttfr,"Mother Jones, 6/11/14",http://www.motherjones.com/politics/2014/06/david-brat-eric-cantor-common-good-climate-change
Morgan Griffith,"$355,156",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Morgan_Griffith.jpg,"“In regard to radiant heat, the Sun spot effects, what do we know about that? I was reading one report here that indicates that by 2020 we will reach a new peak on Sun spot activity, and this report actually suggests that the Earth’s temperature may be raised by .5 degrees Centigrade as a result of the Sun spot activity. And could that also be the cause.”",VA,bwkgyufxs,"Climate Science and EPA Greenhouse Gas Regulations Hearing, 3/8/11",https://www.gpo.gov/fdsys/pkg/CHRG-112hhrg66704/html/CHRG-112hhrg66704.htm
