,name/first,name/middle,name/last,name/official_full,name/nickname,name/suffix,bio/birthday,bio/gender,id/ballotpedia,id/wikipedia,terms/0/address,terms/0/class,terms/0/contact_form,terms/0/district,terms/0/end,terms/0/fax,terms/0/office,terms/0/party,terms/0/phone,terms/0/rss_url,terms/0/start,terms/0/state,terms/0/state_rank,terms/0/type,terms/0/url,terms/1/address,terms/1/class,terms/1/contact_form,terms/1/district,terms/1/end,terms/1/fax,terms/1/office,terms/1/party,terms/1/phone,terms/1/rss_url,terms/1/start,terms/1/state,terms/1/state_rank,terms/1/type,terms/1/url,terms/2/address,terms/2/class,terms/2/contact_form,terms/2/district,terms/2/end,terms/2/fax,terms/2/office,terms/2/party,terms/2/phone,terms/2/rss_url,terms/2/start,terms/2/state,terms/2/state_rank,terms/2/type,terms/2/url,terms/3/address,terms/3/class,terms/3/contact_form,terms/3/district,terms/3/end,terms/3/fax,terms/3/office,terms/3/party,terms/3/phone,terms/3/rss_url,terms/3/start,terms/3/state,terms/3/state_rank,terms/3/type,terms/3/url,terms/4/address,terms/4/class,terms/4/contact_form,terms/4/district,terms/4/end,terms/4/fax,terms/4/office,terms/4/party,terms/4/phone,terms/4/rss_url,terms/4/start,terms/4/state,terms/4/state_rank,terms/4/type,terms/4/url,terms/5/address,terms/5/class,terms/5/contact_form,terms/5/district,terms/5/end,terms/5/fax,terms/5/office,terms/5/party,terms/5/phone,terms/5/rss_url,terms/5/start,terms/5/state,terms/5/state_rank,terms/5/type,terms/5/url,terms/6/address,terms/6/class,terms/6/contact_form,terms/6/district,terms/6/end,terms/6/fax,terms/6/office,terms/6/party,terms/6/phone,terms/6/rss_url,terms/6/start,terms/6/state,terms/6/state_rank,terms/6/type,terms/6/url,terms/7/address,terms/7/class,terms/7/contact_form,terms/7/district,terms/7/end,terms/7/fax,terms/7/office,terms/7/party,terms/7/phone,terms/7/rss_url,terms/7/start,terms/7/state,terms/7/state_rank,terms/7/type,terms/7/url,terms/8/address,terms/8/class,terms/8/contact_form,terms/8/district,terms/8/end,terms/8/fax,terms/8/office,terms/8/party,terms/8/phone,terms/8/rss_url,terms/8/start,terms/8/state,terms/8/state_rank,terms/8/type,terms/8/url,terms/9/address,terms/9/caucus,terms/9/class,terms/9/contact_form,terms/9/district,terms/9/end,terms/9/fax,terms/9/office,terms/9/party,terms/9/phone,terms/9/rss_url,terms/9/start,terms/9/state,terms/9/state_rank,terms/9/type,terms/9/url,terms/10/address,terms/10/class,terms/10/contact_form,terms/10/district,terms/10/end,terms/10/fax,terms/10/office,terms/10/party,terms/10/phone,terms/10/rss_url,terms/10/start,terms/10/state,terms/10/state_rank,terms/10/type,terms/10/url,terms/11/address,terms/11/class,terms/11/contact_form,terms/11/district,terms/11/end,terms/11/fax,terms/11/office,terms/11/party,terms/11/phone,terms/11/rss_url,terms/11/start,terms/11/state,terms/11/state_rank,terms/11/type,terms/11/url,terms/12/address,terms/12/contact_form,terms/12/district,terms/12/end,terms/12/fax,terms/12/office,terms/12/party,terms/12/phone,terms/12/rss_url,terms/12/start,terms/12/state,terms/12/type,terms/12/url,terms/13/address,terms/13/contact_form,terms/13/district,terms/13/end,terms/13/fax,terms/13/office,terms/13/party,terms/13/phone,terms/13/rss_url,terms/13/start,terms/13/state,terms/13/type,terms/13/url,terms/14/address,terms/14/contact_form,terms/14/district,terms/14/end,terms/14/fax,terms/14/office,terms/14/party,terms/14/phone,terms/14/rss_url,terms/14/start,terms/14/state,terms/14/type,terms/14/url,terms/15/address,terms/15/contact_form,terms/15/district,terms/15/end,terms/15/fax,terms/15/office,terms/15/party,terms/15/phone,terms/15/rss_url,terms/15/start,terms/15/state,terms/15/type,terms/15/url,terms/16/address,terms/16/contact_form,terms/16/district,terms/16/end,terms/16/fax,terms/16/office,terms/16/party,terms/16/phone,terms/16/rss_url,terms/16/start,terms/16/state,terms/16/type,terms/16/url,terms/17/address,terms/17/contact_form,terms/17/district,terms/17/end,terms/17/fax,terms/17/office,terms/17/party,terms/17/phone,terms/17/rss_url,terms/17/start,terms/17/state,terms/17/type,terms/17/url,terms/18/address,terms/18/contact_form,terms/18/district,terms/18/end,terms/18/fax,terms/18/office,terms/18/party,terms/18/phone,terms/18/rss_url,terms/18/start,terms/18/state,terms/18/type,terms/18/url,terms/19/address,terms/19/contact_form,terms/19/district,terms/19/end,terms/19/fax,terms/19/office,terms/19/party,terms/19/phone,terms/19/rss_url,terms/19/start,terms/19/state,terms/19/type,terms/19/url,terms/20/address,terms/20/class,terms/20/contact_form,terms/20/district,terms/20/end,terms/20/fax,terms/20/office,terms/20/party,terms/20/phone,terms/20/rss_url,terms/20/start,terms/20/state,terms/20/state_rank,terms/20/type,terms/20/url,terms/21/address,terms/21/class,terms/21/contact_form,terms/21/district,terms/21/end,terms/21/fax,terms/21/office,terms/21/party,terms/21/phone,terms/21/rss_url,terms/21/start,terms/21/state,terms/21/state_rank,terms/21/type,terms/21/url,terms/22/address,terms/22/contact_form,terms/22/district,terms/22/end,terms/22/fax,terms/22/office,terms/22/party,terms/22/phone,terms/22/rss_url,terms/22/start,terms/22/state,terms/22/type,terms/22/url,terms/23/address,terms/23/contact_form,terms/23/district,terms/23/end,terms/23/fax,terms/23/office,terms/23/party,terms/23/phone,terms/23/start,terms/23/state,terms/23/type,terms/23/url,terms/24/address,terms/24/contact_form,terms/24/district,terms/24/end,terms/24/fax,terms/24/office,terms/24/party,terms/24/phone,terms/24/rss_url,terms/24/start,terms/24/state,terms/24/type,terms/24/url,terms/25/address,terms/25/contact_form,terms/25/district,terms/25/end,terms/25/fax,terms/25/office,terms/25/party,terms/25/phone,terms/25/rss_url,terms/25/start,terms/25/state,terms/25/type,terms/25/url
440,Markwayne,,Mullin,Markwayne Mullin,,,7/26/77,M,Markwayne Mullin,Markwayne Mullin,1113 Longworth HOB; Washington DC 20515-3602,,https://mullin.house.gov/contact/email-me,2.0,1/3/15,202-225-3038,1113 Longworth House Office Building,Republican,202-225-2701,http://mullin.house.gov/rss.xml,1/3/13,OK,,rep,http://mullin.house.gov,1113 Longworth HOB; Washington DC 20515-3602,,https://mullin.house.gov/contact/email-me,2.0,1/3/17,202-225-3038,1113 Longworth House Office Building,Republican,202-225-2701,http://mullin.house.gov/rss.xml,1/6/15,OK,,rep,http://mullin.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Scott,,Perry,Scott Perry,,,5/27/62,M,Scott Perry,Scott Perry (politician),126 Cannon HOB; Washington DC 20515-3804,,http://perryforms.house.gov/forms/writeyourrep/,4.0,1/3/15,202-226-1000,126 Cannon House Office Building,Republican,202-225-5836,http://perry.house.gov/rss.xml,1/3/13,PA,,rep,http://perry.house.gov,1207 Longworth HOB; Washington DC 20515-3804,,http://perryforms.house.gov/forms/writeyourrep/,4.0,1/3/17,202-226-1000,1207 Longworth House Office Building,Republican,202-225-5836,http://perry.house.gov/rss.xml,1/6/15,PA,,rep,http://perry.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Keith,J.,Rothfus,Keith J. Rothfus,,,4/25/62,M,Keith Rothfus,Keith Rothfus,503 Cannon HOB; Washington DC 20515-3812,,https://rothfus.house.gov/email-keith,12.0,1/3/15,,503 Cannon House Office Building,Republican,202-225-2065,http://rothfus.house.gov/rss.xml,1/3/13,PA,,rep,http://rothfus.house.gov,1205 Longworth HOB; Washington DC 20515-3812,,https://rothfus.house.gov/email-keith,12.0,1/3/17,202-225-5709,1205 Longworth House Office Building,Republican,202-225-2065,http://rothfus.house.gov/rss.xml,1/6/15,PA,,rep,https://rothfus.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Matthew,A.,Cartwright,Matt Cartwright,,,5/1/61,M,Matt Cartwright,Matt Cartwright,1419 Longworth HOB; Washington DC 20515-3817,,https://cartwrightforms.house.gov/forms/writeyourrep/,17.0,1/3/15,570-341-1055,1419 Longworth House Office Building,Democrat,202-225-5546,http://cartwright.house.gov/rss.xml,1/3/13,PA,,rep,http://cartwright.house.gov,1419 Longworth HOB; Washington DC 20515-3817,,https://cartwrightforms.house.gov/forms/writeyourrep/,17.0,1/3/17,570-341-1055,1419 Longworth House Office Building,Democrat,202-225-5546,http://cartwright.house.gov/rss.xml,1/6/15,PA,,rep,http://cartwright.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Tom,,Rice,Tom Rice,,,8/4/57,M,Tom Rice (South Carolina),Tom Rice,325 Cannon HOB; Washington DC 20515-4007,,https://tomriceforms.house.gov/forms/writeyourrep/,7.0,1/3/15,202-225-9690,325 Cannon House Office Building,Republican,202-225-9895,http://rice.house.gov/rss.xml,1/3/13,SC,,rep,http://rice.house.gov,223 Cannon HOB; Washington DC 20515-4007,,https://tomriceforms.house.gov/forms/writeyourrep/,7.0,1/3/17,,223 Cannon House Office Building,Republican,202-225-9895,http://rice.house.gov/rss.xml,1/6/15,SC,,rep,http://rice.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Ted,,Cruz,Ted Cruz,,,12/22/70,M,Ted Cruz,Ted Cruz,404 Russell Senate Office Building Washington DC 20510,1.0,http://www.cruz.senate.gov/?p=email_senator,,1/3/19,202-228-3398,404 Russell Senate Office Building,Republican,202-224-5922,,1/3/13,TX,junior,sen,https://www.cruz.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Randy,K.,Weber,Randy K. Weber Sr.,,,7/2/53,M,Randy Weber,Randy Weber,510 Cannon HOB; Washington DC 20515-4314,,https://weber.house.gov/contact/email-me,14.0,1/3/15,202-225-0271,510 Cannon House Office Building,Republican,202-225-2831,http://weber.house.gov/rss.xml,1/3/13,TX,,rep,http://weber.house.gov,510 Cannon HOB; Washington DC 20515-4314,,https://weber.house.gov/contact/email-me,14.0,1/3/17,202-225-0271,510 Cannon House Office Building,Republican,202-225-2831,http://weber.house.gov/rss.xml,1/6/15,TX,,rep,http://weber.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Beto,,O'Rourke,Beto O'Rourke,,,9/26/72,M,Beto O'Rourke,Beto O'Rourke,1721 Longworth HOB; Washington DC 20515-4316,,https://orourkeforms.house.gov/forms/writeyourrep/,16.0,1/3/15,,1721 Longworth House Office Building,Democrat,202-225-4831,http://orourke.house.gov/rss.xml,1/3/13,TX,,rep,http://orourke.house.gov,1330 Longworth HOB; Washington DC 20515-4316,,https://orourkeforms.house.gov/forms/writeyourrep/,16.0,1/3/17,,1330 Longworth House Office Building,Democrat,202-225-4831,http://orourke.house.gov/rss.xml,1/6/15,TX,,rep,http://orourke.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Joaquin,,Castro,Joaquin Castro,,,9/16/74,M,Joaquin Castro,Joaqu퀌_n Castro,212 Cannon HOB; Washington DC 20515-4320,,https://castro.house.gov/contact/email-me,20.0,1/3/15,202-225-1915,212 Cannon House Office Building,Democrat,202-225-3236,http://castro.house.gov/rss.xml,1/3/13,TX,,rep,http://castro.house.gov,212 Cannon HOB; Washington DC 20515-4320,,https://castro.house.gov/contact/email-me,20.0,1/3/17,202-225-1915,212 Cannon House Office Building,Democrat,202-225-3236,http://castro.house.gov/rss.xml,1/6/15,TX,,rep,http://castro.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Roger,,Williams,Roger Williams,,,9/13/49,M,Roger Williams,Roger Williams (U.S. politician),1122 Longworth HOB; Washington DC 20515-4325,,https://williams.house.gov/contact/email-me,25.0,1/3/15,512-473-8946,1122 Longworth House Office Building,Republican,202-225-9896,http://williams.house.gov/rss.xml,1/3/13,TX,,rep,http://williams.house.gov,1323 Longworth HOB; Washington DC 20515-4325,,https://williams.house.gov/contact/email-me,25.0,1/3/17,512-473-8946,1323 Longworth House Office Building,Republican,202-225-9896,http://williams.house.gov/rss.xml,1/6/15,TX,,rep,http://williams.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Marc,A.,Veasey,Marc A. Veasey,,,1/3/71,M,Mark Veasey,Marc Veasey,414 Cannon HOB; Washington DC 20515-4333,,https://veaseyforms.house.gov/forms/writeyourrep/,33.0,1/3/15,,414 Cannon House Office Building,Democrat,202-225-9897,http://veasey.house.gov/rss.xml,1/3/13,TX,,rep,http://veasey.house.gov,414 Cannon HOB; Washington DC 20515-4333,,https://veaseyforms.house.gov/forms/writeyourrep/,33.0,1/3/17,202-225-9702,414 Cannon House Office Building,Democrat,202-225-9897,http://veasey.house.gov/rss.xml,1/6/15,TX,,rep,http://veasey.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Filemon,,Vela,Filemon Vela,,,2/13/63,M,Filemon Vela,Filemon Vela Jr.,437 Cannon HOB; Washington DC 20515-4334,,https://forms.house.gov/vela/webforms/email-me.shtml,34.0,1/3/15,202-225-9770,437 Cannon House Office Building,Democrat,202-225-9901,http://vela.house.gov/rss.xml,1/3/13,TX,,rep,http://vela.house.gov,437 Cannon HOB; Washington DC 20515-4334,,https://forms.house.gov/vela/webforms/email-me.shtml,34.0,1/3/17,202-225-9770,437 Cannon House Office Building,Democrat,202-225-9901,http://vela.house.gov/rss.xml,1/6/15,TX,,rep,http://vela.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Chris,,Stewart,Chris Stewart,,,7/15/60,M,Chris Stewart,Chris Stewart (politician),323 Cannon HOB; Washington DC 20515-4402,,https://stewart.house.gov/contact/email-me,2.0,1/3/15,801-364-5551,323 Cannon House Office Building,Republican,202-225-9730,http://stewart.house.gov/rss.xml,1/3/13,UT,,rep,http://stewart.house.gov,323 Cannon HOB; Washington DC 20515-4402,,https://stewart.house.gov/contact/email-me,2.0,1/3/17,801-364-5551,323 Cannon House Office Building,Republican,202-225-9730,http://stewart.house.gov/rss.xml,1/6/15,UT,,rep,http://stewart.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Timothy,,Kaine,Tim Kaine,,,2/26/58,M,Tim Kaine,Tim Kaine,231 Russell Senate Office Building Washington DC 20510,1.0,http://www.kaine.senate.gov/contact,,1/3/19,202-228-6363,231 Russell Senate Office Building,Democrat,202-224-4024,http://www.kaine.senate.gov/rss/feeds/?type=all,1/3/13,VA,junior,sen,http://www.kaine.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Derek,,Kilmer,Derek Kilmer,,,1/1/74,M,Derek Kilmer,Derek Kilmer,1429 Longworth HOB; Washington DC 20515-4706,,https://kilmer.house.gov/contact/email-me,6.0,1/3/15,,1429 Longworth House Office Building,Democrat,202-225-5916,http://kilmer.house.gov/rss.xml,1/3/13,WA,,rep,http://kilmer.house.gov,1520 Longworth HOB; Washington DC 20515-4706,,https://kilmer.house.gov/contact/email-me,6.0,1/3/17,,1520 Longworth House Office Building,Democrat,202-225-5916,http://kilmer.house.gov/rss.xml,1/6/15,WA,,rep,http://kilmer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Denny,,Heck,Denny Heck,,,7/29/52,M,Denny Heck,Dennis Heck,425 Cannon HOB; Washington DC 20515-4710,,https://dennyheck.house.gov/contact/email-me,10.0,1/3/15,202-225-0129,425 Cannon House Office Building,Democrat,202-225-9740,http://dennyheck.house.gov/rss.xml,1/3/13,WA,,rep,http://dennyheck.house.gov,425 Cannon HOB; Washington DC 20515-4710,,https://dennyheck.house.gov/contact/email-me,10.0,1/3/17,202-225-0129,425 Cannon House Office Building,Democrat,202-225-9740,http://dennyheck.house.gov/rss.xml,1/6/15,WA,,rep,http://dennyheck.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Mark,,Pocan,Mark Pocan,,,8/14/64,M,Mark Pocan,Mark Pocan,313 Cannon HOB; Washington DC 20515-4902,,https://pocan.house.gov/contact/email-me,2.0,1/3/15,202-225-6942,313 Cannon House Office Building,Democrat,202-225-2906,http://pocan.house.gov/rss.xml,1/3/13,WI,,rep,http://pocan.house.gov,313 Cannon HOB; Washington DC 20515-4902,,https://pocan.house.gov/contact/email-me,2.0,1/3/17,202-225-6942,313 Cannon House Office Building,Democrat,202-225-2906,http://pocan.house.gov/rss.xml,1/6/15,WI,,rep,http://pocan.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
