id/wikipedia,id/ballotpedia,name/first,name/last,name/official_full,bio/birthday,bio/gender,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/18/rss_url,terms/20/rss_url
Mark Takano,Mark Takano,Mark,Takano,Mark Takano,12/10/60,M,rep,1/3/13,1/3/15,CA,41,Democrat,rep,1/6/15,1/3/17,CA,41,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://takano.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://takano.house.gov,1507 Longworth HOB; Washington DC 20515-0541,202-225-2305,,https://takano.house.gov/contact/email-me,1507 Longworth House Office Building,1507 Longworth HOB; Washington DC 20515-0541,202-225-2305,202-225-7018,https://takano.house.gov/contact/email-me,1507 Longworth House Office Building,,http://takano.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://takano.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Lowenthal,Alan Lowenthal,Alan,Lowenthal,Alan S. Lowenthal,3/8/41,M,rep,1/3/13,1/3/15,CA,47,Democrat,rep,1/6/15,1/3/17,CA,47,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lowenthal.house.gov,,,,,,,,,,,,,,,,,S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lowenthal.house.gov,515 Cannon HOB; Washington DC 20515-0547,202-225-7924,202-225-7926,http://lowenthal.house.gov/contact/howtocontactme.htm,515 Cannon House Office Building,108 Cannon HOB; Washington DC 20515-0547,202-225-7924,202-225-7926,http://lowenthal.house.gov/contact/howtocontactme.htm,108 Cannon House Office Building,,http://lowenthal.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lowenthal.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Vargas,Juan Vargas,Juan,Vargas,Juan Vargas,3/7/61,M,rep,1/3/13,1/3/15,CA,51,Democrat,rep,1/6/15,1/3/17,CA,51,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://vargas.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://vargas.house.gov,1605 Longworth HOB; Washington DC 20515-0551,202-225-8045,202-225-9073,https://vargas.house.gov/contact,1605 Longworth House Office Building,1605 Longworth HOB; Washington DC 20515-0551,202-225-8045,202-225-9073,https://vargas.house.gov/contact,1605 Longworth House Office Building,,http://vargas.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://vargas.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Peters (politician),Scott Peters,Scott,Peters,Scott H. Peters,6/17/58,M,rep,1/3/13,1/3/15,CA,52,Democrat,rep,1/6/15,1/3/17,CA,52,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://scottpeters.house.gov,,,,,,,,,,,,,,,,,H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://scottpeters.house.gov,2410 Rayburn HOB; Washington DC 20515-0552,202-225-0508,202-225-2558,https://scottpeters.house.gov/contact/email-me,2410 Rayburn House Office Building,1122 Longworth HOB; Washington DC 20515-0552,202-225-0508,202-225-2558,https://scottpeters.house.gov/contact/email-me,1122 Longworth House Office Building,,http://scottpeters.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://scottpeters.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Esty,Elzabeth Esty,Elizabeth,Esty,Elizabeth H. Esty,8/25/59,F,rep,1/3/13,1/3/15,CT,5,Democrat,rep,1/6/15,1/3/17,CT,5,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://esty.house.gov,,,,,,,,,,,,,,,,,H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://esty.house.gov,509 Cannon HOB; Washington DC 20515-0705,202-225-4476,202-225-5933,http://esty.house.gov/contact,509 Cannon House Office Building,405 Cannon HOB; Washington DC 20515-0705,202-225-4476,202-225-5933,http://esty.house.gov/contact,405 Cannon House Office Building,,http://esty.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://esty.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted Yoho,Ted Yoho,Ted,Yoho,Ted S. Yoho,4/13/55,M,rep,1/3/13,1/3/15,FL,3,Republican,rep,1/6/15,1/3/17,FL,3,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yoho.house.gov,,,,,,,,,,,,,,,,,S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yoho.house.gov,511 Cannon HOB; Washington DC 20515-0903,202-225-5744,,https://yoho.house.gov/contact/email-me,511 Cannon House Office Building,511 Cannon HOB; Washington DC 20515-0903,202-225-5744,,https://yoho.house.gov/contact/email-me,511 Cannon House Office Building,,http://yoho.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yoho.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron DeSantis,Ron DeSantis,Ron,DeSantis,Ron DeSantis,9/14/78,M,rep,1/3/13,1/3/15,FL,6,Republican,rep,1/6/15,1/3/17,FL,6,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://desantis.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://desantis.house.gov,427 Cannon HOB; Washington DC 20515-0906,202-225-2706,202-226-6299,https://desantis.house.gov/contact/email-me,427 Cannon House Office Building,308 Cannon HOB; Washington DC 20515-0906,202-225-2706,202-226-6299,https://desantis.house.gov/contact/email-me,308 Cannon House Office Building,,http://desantis.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://desantis.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Murphy (Florida politician),Patrick Murphy (Florida),Patrick,Murphy,Patrick Murphy,3/30/83,M,rep,1/3/13,1/3/15,FL,18,Democrat,rep,1/6/15,1/3/17,FL,18,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://patrickmurphy.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://patrickmurphy.house.gov,1517 Longworth HOB; Washington DC 20515-0918,202-225-3026,202-225-8398,http://patrickmurphy.house.gov/contact/,1517 Longworth House Office Building,211 Cannon HOB; Washington DC 20515-0918,202-225-3026,202-225-8398,http://patrickmurphy.house.gov/contact/,211 Cannon House Office Building,,http://patrickmurphy.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://patrickmurphy.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lois Frankel,Lois Frankel,Lois,Frankel,Lois Frankel,5/16/48,F,rep,1/3/13,1/3/15,FL,22,Democrat,rep,1/6/15,1/3/17,FL,22,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://frankel.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,561-998-9048,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,561-998-9048,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,,http://frankel.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://frankel.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Collins (politician),Doug Collins,Doug,Collins,Doug Collins,8/16/66,M,rep,1/3/13,1/3/15,GA,9,Republican,rep,1/6/15,1/3/17,GA,9,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dougcollins.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dougcollins.house.gov,513 Cannon HOB; Washington DC 20515-1009,202-225-9893,202-226-1224,https://dougcollins.house.gov/email-me,513 Cannon House Office Building,1504 Longworth HOB; Washington DC 20515-1009,202-225-9893,202-226-1224,https://dougcollins.house.gov/email-me,1504 Longworth House Office Building,,http://dougcollins.house.gov/latest-rss/latest-rss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dougcollins.house.gov/latest-rss/latest-rss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsi Gabbard,Tulsi Gabbard,Tulsi,Gabbard,Tulsi Gabbard,4/12/81,F,rep,1/3/13,1/3/15,HI,2,Democrat,rep,1/6/15,1/3/17,HI,2,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gabbard.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gabbard.house.gov,502 Cannon HOB; Washington DC 20515-1102,202-225-4906,202-225-4987,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,502 Cannon House Office Building,1609 Longworth HOB; Washington DC 20515-1102,202-225-4906,202-225-4987,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,1609 Longworth House Office Building,,http://gabbard.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gabbard.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tammy Duckworth,Tammy Duckworth,Tammy,Duckworth,Tammy Duckworth,3/12/68,F,rep,1/3/13,1/3/15,IL,8,Democrat,rep,1/6/15,1/3/17,IL,8,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://duckworth.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://duckworth.house.gov,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,,https://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,,https://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,,http://duckworth.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://duckworth.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Davis (politician),Rodney Davis (Illinois),Rodney,Davis,Rodney Davis,1/5/70,M,rep,1/3/13,1/3/15,IL,13,Republican,rep,1/6/15,1/3/17,IL,13,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://rodneydavis.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://rodneydavis.house.gov,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,217-791-6168,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,,http://rodneydavis.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://rodneydavis.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheri Bustos,Cheri Bustos,Cheri,Bustos,Cheri Bustos,10/17/61,F,rep,1/3/13,1/3/15,IL,17,Democrat,rep,1/6/15,1/3/17,IL,17,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,309-786-3720,http://bustos.house.gov/contact,1009 Longworth House Office Building,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,309-786-3720,http://bustos.house.gov/contact,1009 Longworth House Office Building,,http://bustos.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bustos.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackie Walorski,Jackie Walorski,Jackie,Walorski,Jackie Walorski,8/17/63,F,rep,1/3/13,1/3/15,IN,2,Republican,rep,1/6/15,1/3/17,IN,2,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,202-225-6798,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,202-225-6798,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,,http://walorski.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://walorski.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Brooks,Susan Brooks,Susan,Brooks,Susan W. Brooks,8/25/60,F,rep,1/3/13,1/3/15,IN,5,Republican,rep,1/6/15,1/3/17,IN,5,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov,,,,,,,,,,,,,,,,,W.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,202-225-0016,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,,http://susanwbrooks.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://susanwbrooks.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Messer,Luke Messer,Luke,Messer,Luke Messer,2/27/69,M,rep,1/3/13,1/3/15,IN,6,Republican,rep,1/6/15,1/3/17,IN,6,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://messer.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://messer.house.gov,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,765-747-5586,https://messer.house.gov/contact/email-me,508 Cannon House Office Building,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,765-747-5586,https://messer.house.gov/contact/email-me,508 Cannon House Office Building,,http://messer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://messer.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
